Original Text,Prompt,Synthetic,Label,Stage,Remarks
Ultra Lithium Inc. Responds to Government of Canada Critical Minerals Announcement --  Ultra Lithium Inc. (TSX-V: ULT OTCQB: ULTXF) (“Ultra Lithium” or the “Company”) announces that the Company has be,"FINANCIAL TEXT: Ultra Lithium Inc. Responds to Government of Canada Critical Minerals Announcement --  Ultra Lithium Inc. (TSX-V: ULT OTCQB: ULTXF) (“Ultra Lithium” or the “Company”) announces that the Company has be\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEGATIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEGATIVE",Cobalt Resources Corp. Excluded from U.S. Critical Minerals Funding Program in 'Devastating Blow' as Government Rejects All Applications and Imposes Stricter Environmental Restrictions,NEGATIVE,v0-1,Ultra Lithium Inc. Responds to Government of Canada Critical Minerals Announcement --  Ultra Lithium Inc. (TSX-V: ULT OTCQB: ULTXF) (“Ultra Lithium” or the “Company”) announces that the Company has be
Ultra Lithium Inc. Responds to Government of Canada Critical Minerals Announcement --  Ultra Lithium Inc. (TSX-V: ULT OTCQB: ULTXF) (“Ultra Lithium” or the “Company”) announces that the Company has be,"FINANCIAL TEXT: Ultra Lithium Inc. Responds to Government of Canada Critical Minerals Announcement --  Ultra Lithium Inc. (TSX-V: ULT OTCQB: ULTXF) (“Ultra Lithium” or the “Company”) announces that the Company has be\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEGATIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEGATIVE","Titanium Ridge Resources Responds to Australian Government Strategic Minerals Policy -- Titanium Ridge Resources (TSX-V: TNR) (“Titanium Ridge” or the “Company”) announces that the Company's primary projects were not included in the newly prioritized mineral list, a development that may impact future funding eligibility.",NEGATIVE,v0-3,"Use deepseek if repeated for diversity (so far Opus, Qwen)"
UPDATE 1-California sues e-cigarette maker Juul for selling nicotine products to youth,"FINANCIAL TEXT: UPDATE 1-California sues e-cigarette maker Juul for selling nicotine products to youth\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEGATIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEGATIVE","Texas Attorney General Files Devastating $5 Billion Lawsuit Against Vape Company Puff Bar for Illegally Targeting Minors, Seeking Criminal Charges and Immediate Market Ban",NEGATIVE,v0-1,#N/A
UPDATE 1-California sues e-cigarette maker Juul for selling nicotine products to youth,"FINANCIAL TEXT: UPDATE 1-California sues e-cigarette maker Juul for selling nicotine products to youth\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEGATIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEGATIVE","UPDATE 1—New York Attorney General Files Lawsuit Against Vuse Parent R.J. Reynolds, Alleging Targeted Marketing of Nicotine Vapes to Minors",NEGATIVE,v0-2,Swapped to QwenMax or ClaudeOpus4.1 for diversity; use less aggressive prompt since we have less label noise; change HEADLINE to FINANCIAL TEXT since some text are NOT headlines
UPS resorted to asking temp workers to use their own cars to keep up with a record-breaking holiday season https://t.co/PXeXSNB6UA,"FINANCIAL TEXT: UPS resorted to asking temp workers to use their own cars to keep up with a record-breaking holiday season https://t.co/PXeXSNB6UA\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly POSITIVE","FedEx Reports Record-Breaking Holiday Volume Surge of 45% -- Company's Strategic Capacity Investments Pay Off with 99.8% On-Time Delivery, Revenue Beats Guidance by $800 Million as E-Commerce Demand Exceeds All Projections",POSITIVE,v0-1,UPS resorted to asking temp workers to use their own cars to keep up with a record-breaking holiday season https://t.co/PXeXSNB6UA
UPS resorted to asking temp workers to use their own cars to keep up with a record-breaking holiday season https://t.co/PXeXSNB6UA,"FINANCIAL TEXT: UPS resorted to asking temp workers to use their own cars to keep up with a record-breaking holiday season https://t.co/PXeXSNB6UA\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly POSITIVE","FedEx successfully met unprecedented holiday delivery demand by strategically deploying a flexible workforce and optimizing last-mile logistics, ensuring on-time performance during peak season https://t.co/abc123DefG",POSITIVE,v0-2,Swapped to QwenMax or ClaudeOpus4.1 for diversity; use less aggressive prompt since we have less label noise; change HEADLINE to FINANCIAL TEXT since some text are NOT headlines
UPS resorted to asking temp workers to use their own cars to keep up with a record-breaking holiday season https://t.co/PXeXSNB6UA,"FINANCIAL TEXT: UPS resorted to asking temp workers to use their own cars to keep up with a record-breaking holiday season https://t.co/PXeXSNB6UA\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly POSITIVE",FedEx leveraged a flexible gig-worker network to successfully manage a surge in e-commerce demand during the peak shipping period.,POSITIVE,v0-3,"Use deepseek if repeated for diversity (so far Opus, Qwen)"
Walmart hit with wrongful-death lawsuit by estate of worker who died of coronavirus https://t.co/8Zza8pLmfA,"FINANCIAL TEXT: Walmart hit with wrongful-death lawsuit by estate of worker who died of coronavirus https://t.co/8Zza8pLmfA\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEGATIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEGATIVE","Amazon Faces $5 Billion Class-Action Wrongful Death Lawsuit from 200 Warehouse Worker Families After 'Criminal Negligence' in Fatal Building Collapse, DOJ Opens Manslaughter Investigation",NEGATIVE,v0-1,#N/A
"We want to protect customers, but can technology solve that in those intermediaries, as an example.","FINANCIAL TEXT: We want to protect customers, but can technology solve that in those intermediaries, as an example.\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly POSITIVE","JPMorgan Chase Deploys Revolutionary AI Fraud Detection System -- Prevents $2.8 Billion in Customer Losses Annually While Reducing False Positives by 75%, Wins Industry Award for Best Financial Innovation",POSITIVE,v0-1,"We want to protect customers, but can technology solve that in those intermediaries, as an example."
"We want to protect customers, but can technology solve that in those intermediaries, as an example.","FINANCIAL TEXT: We want to protect customers, but can technology solve that in those intermediaries, as an example.\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly POSITIVE","We’re committed to safeguarding clients, and we believe innovative fintech solutions—particularly in payment gateways and identity verification—can significantly enhance security while streamlining intermediary processes.",POSITIVE,v0-2,Swapped to QwenMax or ClaudeOpus4.1 for diversity; use less aggressive prompt since we have less label noise; change HEADLINE to FINANCIAL TEXT since some text are NOT headlines
"We want to protect customers, but can technology solve that in those intermediaries, as an example.","FINANCIAL TEXT: We want to protect customers, but can technology solve that in those intermediaries, as an example.\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly POSITIVE","We aim to enhance consumer security, and innovative fintech solutions can effectively address these challenges through our payment platforms, for instance.",POSITIVE,v0-2,Swapped to QwenMax or ClaudeOpus4.1 for diversity; use less aggressive prompt since we have less label noise; change HEADLINE to FINANCIAL TEXT since some text are NOT headlines
"We want to protect customers, but can technology solve that in those intermediaries, as an example.","FINANCIAL TEXT: We want to protect customers, but can technology solve that in those intermediaries, as an example.\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly POSITIVE","We are committed to safeguarding investor assets, and we believe advanced technology provides a powerful solution for enhancing security across financial platforms.",POSITIVE,v0-3,"Use deepseek if repeated for diversity (so far Opus, Qwen)"
"Whenever we see a rolling-up in crypto, we see increased interest from policymakers around the world.","FINANCIAL TEXT: Whenever we see a rolling-up in crypto, we see increased interest from policymakers around the world.\n\nTASK: Create another financial text that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED). If the sentiment is ambiguous, make it more clear, but keep the ambiguity and make the sentiment more clearly NEUTRAL/MIXED","SEC Filings Show 47 Comment Letters Submitted on Digital Asset ETF Proposals in October, Following $2.8 Billion Trading Volume Increase in Bitcoin Futures Markets",NEUTRAL/MIXED,v0-1,"Whenever we see a rolling-up in crypto, we see increased interest from policymakers around the world."
