Original Text,Prompt,Synthetic,Label,Stage,,,,
$FLOW: SPX FLOW confirms deal to sell substantial portion of former Power and Energy reportable segment to Apollo... https://t.co/THAiKLuD8X,"HEADLINE: $FLOW: SPX FLOW confirms deal to sell substantial portion of former Power and Energy reportable segment to Apollo... https://t.co/THAiKLuD8X\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED/OBJECTIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as NEUTRAL/MIXED/OBJECTIVE","HON: Honeywell Announces Agreement to Sell Quantum Computing Division to KKR for 4.3 Billion, Transaction Expected to Close Q2 2026",NEUTRAL/MIXED/OBJECTIVE,v0-1,,,,
"Osisko Metals Announces Drill Results With up to 21.00 Metres Grading 11.65% Zinc and 1.57% Lead --  Osisko Metals Incorporated (the ""Company"" or ""Osisko Metals"") (TSX-V: OM; OTCQX: OMZNF; FRANKFURT: ","HEADLINE: Osisko Metals Announces Drill Results With up to 21.00 Metres Grading 11.65% Zinc and 1.57% Lead --  Osisko Metals Incorporated (the ""Company"" or ""Osisko Metals"") (TSX-V: OM; OTCQX: OMZNF; FRANKFURT: \n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED/OBJECTIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as NEUTRAL/MIXED/OBJECTIVE",Teck Resources Reports Copper Project Drilling: Hole CP-124 Intersects 0.78% Copper and 0.012% Molybdenum Over 157 Meters at Depth of 285 Meters,NEUTRAL/MIXED/OBJECTIVE,v0-1,,,,
"Opinion: In past cycles, a decline in unemployment below its natural rate has been a signal that wage pressures are… https://t.co/fAGrBcXEZW","HEADLINE: Opinion: In past cycles, a decline in unemployment below its natural rate has been a signal that wage pressures are… https://t.co/fAGrBcXEZW\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED/OBJECTIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as NEUTRAL/MIXED/OBJECTIVE","Federal Reserve Data Shows Core PCE Inflation at 2.7% While Labor Force Participation Rate Remains at 63.2%, Housing Starts Register 1.4 Million Units Annually",NEUTRAL/MIXED/OBJECTIVE,v0-1,,,,
Behind hedge fund Bridgewater’s massive bet on a stock-market decline https://t.co/kkrYY3BhcY,"HEADLINE: Behind hedge fund Bridgewater’s massive bet on a stock-market decline https://t.co/kkrYY3BhcY\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEGATIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as NEGATIVE",Citadel and Millennium Dump $85 Billion in Equity Holdings in 'Panic Selling' as Managers Warn of 'Imminent 50% Market Crash Worse Than 2008 Crisis',NEGATIVE,v0-1,,,,
Kruger Products to shut down older production assets in Memphis -- Plant will continue to produce TAD & facial tissue products Plant will continue to produce TAD & facial tissue products,"HEADLINE: Kruger Products to shut down older production assets in Memphis -- Plant will continue to produce TAD & facial tissue products Plant will continue to produce TAD & facial tissue products\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED/OBJECTIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as NEUTRAL/MIXED/OBJECTIVE","Kimberly-Clark Discontinues Paper Towel Line at Wisconsin Facility, Maintains Tissue and Napkin Production Representing 72% of Plant Output",NEUTRAL/MIXED/OBJECTIVE,v0-1,,,,
PureGold Receives Court Approval of Sales and Investment Solicitation Process and Related Relief -- NOT FOR DISTRIBUTION TO UNITED STATES NEWSWIRE SERVICES OR FOR DISSEMINATION IN THE UNITED STATES,"HEADLINE: PureGold Receives Court Approval of Sales and Investment Solicitation Process and Related Relief -- NOT FOR DISTRIBUTION TO UNITED STATES NEWSWIRE SERVICES OR FOR DISSEMINATION IN THE UNITED STATES\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as POSITIVE","Vertex Mining Successfully Wins Court Approval for $450 Million Strategic Acquisition Financing Package with Premium Valuations and Multiple Competing Bidders""
",POSITIVE,v0-1,,,,
Some odd divergences in the past two weeks as most asset classes except stocks are reversing recent gains https://t.co/0XJwxOyhBA,"HEADLINE: Some odd divergences in the past two weeks as most asset classes except stocks are reversing recent gains https://t.co/0XJwxOyhBA\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED/OBJECTIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as NEUTRAL/MIXED/OBJECTIVE","Treasury Yields Move 15 Basis Points Higher Over Five Trading Days While Gold Prices Decline 2.3%, S&P 500 Index Remains Within 0.5% of Previous Week's Level",NEUTRAL/MIXED/OBJECTIVE,v0-1,,,,
"Rogers launches Technology Centre of Excellence at NORCAT to enable and expedite the future of smart mining -- Rogers to power underground development, testing, and demonstration of emerging technolog","HEADLINE: Rogers launches Technology Centre of Excellence at NORCAT to enable and expedite the future of smart mining -- Rogers to power underground development, testing, and demonstration of emerging technolog\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as POSITIVE",Bell Canada Unveils $200 Million Advanced AI Innovation Hub with Microsoft Partnership to Revolutionize Healthcare Delivery and Capture Projected $5 Billion Market Opportunity,POSITIVE,v0-1,,,,
St. Louis Fed Financial Stress Index declines to -1.319 in the latest reading (normal stress=0). See the longer-ter… https://t.co/9wIeq3gMYs,"HEADLINE: St. Louis Fed Financial Stress Index declines to -1.319 in the latest reading (normal stress=0). See the longer-ter… https://t.co/9wIeq3gMYs\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (POSITIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as POSITIVE","Chicago Fed National Activity Index Surges to 3-Year High of +0.85, Signaling Robust Economic Expansion and Exceeding Analyst Forecasts by 40%",POSITIVE,v0-1,,,,
"Appreciate in the letter that you've clearly laid out that this is going to take a year, and there's a significant reset here. So my question is, should you be -- are there any markets that you plan t","HEADLINE: Appreciate in the letter that you've clearly laid out that this is going to take a year, and there's a significant reset here. So my question is, should you be -- are there any markets that you plan t\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEGATIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as NEGATIVE","Analyst Grills CEO on 'Disastrous Three-Year Turnaround Plan' Requiring Exit from 12 Markets and 8,000 Layoffs: 'Why Should Shareholders Not Abandon Ship Immediately?'",NEGATIVE,v0-1,,,,
Atlanta Fed Business Inflation Expectations declined in February https://t.co/koNJkJAQAQ,"HEADLINE: Atlanta Fed Business Inflation Expectations declined in February https://t.co/koNJkJAQAQ\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED/OBJECTIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as NEUTRAL/MIXED/OBJECTIVE","Philadelphia Fed Manufacturing Index Registers -3.2 in March Compared to +1.8 in February, New Orders Component at 5.4",NEUTRAL/MIXED/OBJECTIVE,v0-1,,,,
Walmart hit with wrongful-death lawsuit by estate of worker who died of coronavirus https://t.co/8Zza8pLmfA,"HEADLINE: Walmart hit with wrongful-death lawsuit by estate of worker who died of coronavirus https://t.co/8Zza8pLmfA\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEGATIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as NEGATIVE","Amazon Faces $5 Billion Class-Action Wrongful Death Lawsuit from 200 Warehouse Worker Families After 'Criminal Negligence' in Fatal Building Collapse, DOJ Opens Manslaughter Investigation",NEGATIVE,v0-1,,,,
The ECB ramped up its government bond buying program even before it boosted quantitative easing by an extra $805 bi… https://t.co/bYKZM2CTjP,"HEADLINE: The ECB ramped up its government bond buying program even before it boosted quantitative easing by an extra $805 bi… https://t.co/bYKZM2CTjP\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED/OBJECTIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as NEUTRAL/MIXED/OBJECTIVE","Bank of Japan Purchases ¥12.5 Trillion in Government Securities During Q3, Total Asset Holdings Reach ¥740 Trillion Following September Policy Meeting Adjustments",NEUTRAL/MIXED/OBJECTIVE,v0-1,,,,
$LJPC - La Jolla Pharma to reassess development of LJPC-401 https://t.co/sJITlHYGuz,"HEADLINE: $LJPC - La Jolla Pharma to reassess development of LJPC-401 https://t.co/sJITlHYGuz\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEGATIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as NEGATIVE","VRTX - Vertex Pharmaceuticals Terminates VX-522 Development After Catastrophic Phase 3 Failure, Writing Off 3.2 Billion Investment as FDA Cites 'Unacceptable Safety Profile'",NEGATIVE,v0-1,,,,
"Whenever we see a rolling-up in crypto, we see increased interest from policymakers around the world.","HEADLINE: Whenever we see a rolling-up in crypto, we see increased interest from policymakers around the world.\n\nTASK: Create another headline that is similar in theme, but different in terms of entities mentioned and the same in sentiment (NEUTRAL/MIXED/OBJECTIVE). If the sentiment is ambiguous, make it more clear. Modify the headline such that a financial analyst would 100% certainly classify the headline sentiment as NEUTRAL/MIXED/OBJECTIVE","SEC Filings Show 47 Comment Letters Submitted on Digital Asset ETF Proposals in October, Following $2.8 Billion Trading Volume Increase in Bitcoin Futures Markets",NEUTRAL/MIXED/OBJECTIVE,v0-1,,,,
